Place_id,Title,Description,Category,Distance (Km.),Rating,Expense (Per Head in Rs.),n_days,Boarding_pt,State,Place_sentiment,Overall_state_sentiment
TD-89,Agastheeswara Temple - Mukkoti," from Tirupati, Sri Venugopala Swamy Temple dedicated to Lord Vishnu is located in Karvetinagaram near Puttur. The Lord here is accompanied by Rukmini and Satyabhama. This temple was maintained by the Narayanavanam rulers in the olden days. It also houses a shrine with monolithic idols of Sita, Rama, Lakshmana and Anjaneya.Timings: 6 AM to 8 PM
",Pilgrimage,,4.12,772,2,  Tirupati,Andhra Pradesh,0.46,0.66
TD-90,Kalyani Dam,"from Tirupati & 40 km from Tirumala Tirupati Balaji Temple, the Prasanna Venkateswara Swami Temple is located at Appalayagunta. The idols of Goddess Padmavathi and Sri Andal are also seen in this ancient temple. The temple was constructed by the Rajas of Karvetinagar. The temple also houses a shrine for Anjaneya. The imposing mammoth image of the wind-god is worshipped by devotees for relief from 'Chronic Diseases'. The presiding deity in this temple, unlike in the main temple, is in the Abhaya Hastha pose.The annual Brahmotsavams and Teppotsavam are celebrated in a grand manner.
",Pilgrimage,40,4.12,582,2, Tirupati &,Andhra Pradesh,0.94,0.66
TD-91,"Thiruttani, Near Kanchipuram"," from Tirupati and 53 Kms from Kadapa, Tallapaka in Kadapa district is the birth place of the most famous 15th century Telugu Saint Annamaacharya (also known as Annamayya) who worshipped Lord Venkateswara throughout his life and written several Keertanas praising the Lord.He is the earliest known musician in South India to compose sankeertanas. Annamacharya is said to have composed as many as 32,000 sankeertanas on Lord Venkateswara, of which only about 13000 are obtainable today.Tallakapka is also famous for Sri Chennakeshava Swami Temple built in 10th century. The temple was constructed and administered by the Matti Rajahs. TTD has recently inaugurated 108 feet status of Annamaacharya in Tallapaka village on 600th birthday of the Saint.
",Pilgrimage,53,4.09,745,2,  Tirupati ,Andhra Pradesh,0.8,0.66
TD-92,Nagalapuram," from Tirupati and 53 Kms from Kadapa, Tallapaka in Kadapa district is the birth place of the most famous 15th century Telugu Saint Annamaacharya (also known as Annamayya) who worshipped Lord Venkateswara throughout his life and written several Keertanas praising the Lord.He is the earliest known musician in South India to compose sankeertanas. Annamacharya is said to have composed as many as 32,000 sankeertanas on Lord Venkateswara, of which only about 13000 are obtainable today.Tallakapka is also famous for Sri Chennakeshava Swami Temple built in 10th century. The temple was constructed and administered by the Matti Rajahs. TTD has recently inaugurated 108 feet status of Annamaacharya in Tallapaka village on 600th birthday of the Saint.
",Pilgrimage,53,4.01,1128,2,  Tirupati ,Andhra Pradesh,0.8,0.66
TD-93,Horsley Hills," from Tirupati, the Kashi Vishweshwaras Temple is located in the Bugga Agraharam village. The temple is on the banks of Kushasthali River. The main deities are Sri Kasi Vishweshwara, Sri Annapurna Devi, Sri Kamakshi Devi, and Venkateswara accompanied by Sridevi & Bhudevi. The important annual festivals in the temple are Maha Shivaratri and Kartika Somavaramu (first Monday in the month of Karthika).
",Pilgrimage,,4.16,645,2,  Tirupati,Andhra Pradesh,0.51,0.66
TD-94,"Sripuram, Near Vellore","from Tirupati, 3 km from Chandragiri & 29 km from Tirumala Tirupati Balaji Temple, Agastheeswara Temple is located in Mukkoti at the confluence of three rivers, Swarnamukhi, Bhima and Kalyani.Dedicated to Lord Shiva, this temple has three beautifully sculptured entrances that heighten the grandeur of the hall inside. A separate shrine for Goddess Parvati is also located with in the temple. Just opposite the shrine in the middle of the river is a mandap on which the statues of Lord Venkateswara, Ayyappa and Ganapati have been installed. A small shrine dedicated to Rama, Sita, Lakshmana and Anjaneya is located near the tank.
",Pilgrimage,3,4.09,713,2, Tirupati ,Andhra Pradesh,0.92,0.66
TD-95,," from Tirupati & 38 km from Tirumala Tirupati Balaji Temple, Kalyani Dam is a picturesque dam constructed on the River Kalyani. The dam is situated in the Rangampet forest on Tirupathi-Madanapallee Road. This beautiful dam is the main source of water supply for Tirupati and Tirumalai.The surroundings of the dam are beautiful and offers wonderful experience to the visitors.
",Backwaters,38,4.03,1196,1,  Tirupati ,Andhra Pradesh,0.93,0.66
TD-96,Kashi Vishwanath Temple / Golden Temple,"rom Varanasi Junction, Kashi Vishwanath Temple is an ancient Hindu temple situated on the banks of River Ganga in Varanasi city of Uttar Pradesh. Popularly known as Golden Temple, it is one of the twelve jyotirlinga temples and also one of the popular places of Pilgrimage in India. Kashi Vishwanath Temple is dedicated to Lord Vishwanath, one of the incarnations of Lord Shiva and he is regarded as the patron deity of Varanasi. The Vishwanath Jyotirlinga Temple at Varanasi has high religious significance and is the center of faith for millions of Hindus. The temple was visited by many great saints including Ramakrishna Paramhansa, Swami Vivekananda, Maharishi Dayanand Saraswati, Goswami Tulsidas, Adi Shankaracharya and Gurunanak Dev. Lord Vishwanath is considered to the supreme origin of the spiritual truth and strengthens the bonds of universal brotherhood. It is believed that a single darshan of Vishweshwara Jyotirlinga is considered to auspicious more than .....
",Pilgrimage,,4.12,554,1, Varanasi Ju,Uttar Pradesh,0.98,0.71
TD-97,Dasashwamedh Ghat,"rom Varanasi Junction, Kashi Vishwanath Temple is an ancient Hindu temple situated on the banks of River Ganga in Varanasi city of Uttar Pradesh. Popularly known as Golden Temple, it is one of the twelve jyotirlinga temples and also one of the popular places of Pilgrimage in India. Kashi Vishwanath Temple is dedicated to Lord Vishwanath, one of the incarnations of Lord Shiva and he is regarded as the patron deity of Varanasi. The Vishwanath Jyotirlinga Temple at Varanasi has high religious significance and is the center of faith for millions of Hindus. The temple was visited by many great saints including Ramakrishna Paramhansa, Swami Vivekananda, Maharishi Dayanand Saraswati, Goswami Tulsidas, Adi Shankaracharya and Gurunanak Dev. Lord Vishwanath is considered to the supreme origin of the spiritual truth and strengthens the bonds of universal brotherhood. It is believed that a single darshan of Vishweshwara Jyotirlinga is considered to auspicious more than .....
",Pilgrimage,,4.19,558,1, Varanasi Ju,Uttar Pradesh,0.98,0.71
TD-98,New Vishwanath Temple / Birla Temple,"rom Varanasi Junction, Dasashwamedh Ghat is a ghat on the banks of River Ganga in the holy town of Varanasi. Located close to Vishwanath Temple, Dasashwamedh Ghat is one of the oldest ghats in Varanasi and also one of the popular places to visit in Varanasi.The Dasaswamedh Ghat is one of the most important religious sites in Varanasi and is considered as the main ghat. It is believed that Lord Brahma performed his victorious Dasa_Ashwamedha (ten - horses) sacrifice in this spot, hence the name Dasashwamedh Ghat. Locals also believe that this ghat was built by Bajirao Peshwa I in 1740 AD. However, Ahilyabahi Holkar, the Queen of Indore rebuilt the ghat in the year 1774. Dotted with numerous temples and religious sites, the ghat possesses well laid steps and platforms for performing various rituals and religious activities. Dasashwamedh Ghat is famous for Ganga Aarti at each evening which attracts many devotees and is certainly once in a lifetime experience. .....
",Pilgrimage,,4.04,346,2, Varanasi Ju,Uttar Pradesh,0.89,0.71
TD-99,Durgakund Temple/ Durga Temple,"from Varanasi Junction, New Vishwanath Mandir is a Hindu temple situated in the premises of Banaras Hindu University (BHU) in Varanasi. Dedicated to Lord Shiva, it is one of the popular temples in Banaras and also one of the biggest tourist attractions in the holy city of Varanasi.Popularly called as Birla Temple, the temple was constructed by the famed Birla family. According to history, Pandit Madan Mohan Malaviya planned to replicate Sri Kashi Vishwanath Mandir in the campus of Banaras Hindu University and the Birla family undertook the construction. The foundation was laid in 1931and was finally completed in 1966.New Vishwanath Temple is having the similar structure of Kashi Vishwanath Temple. Built with marbles, the temple is designed by the founder of BHU, Sri Madan Mohan Malaviya. With a height of 253 feet, the temple has the tallest tower in the world. In fact, it is a temple complex which consists of 7 temples. The Shiva temple is situated .....
",Pilgrimage,,4.19,370,2, Varanasi J,Uttar Pradesh,0.89,0.71
TD-100,Tulsi Manas Mandir,"rom Varanasi Junction, Durga Mandir or Durgakund Temple is a prominent Hindu temple situated near Tulsi Manas Temple in Varanasi. It is one of the popular places of pilgrimage in Banaras and also one of the must visit Varanasi Tourist Places. Dedicated to Goddess Durga, Durga Mandir was built in the 18th century by a Bengali Maharani. According to the legend, the idol in the temple is not made by man but appeared on its own. It is believed that Goddess Durga has protected Varanasi for many centuries from the South. The temple is known with the name of monkey temple as tourists can spot number of monkeys in the temple vicinity.The temple was built in Nagara style of architecture. The temple is painted red with ochre to match the colours of the central icon of Durga, the goddess of strength and power. The temple is made up of many small sikharas adjoined together. The temple is located on the banks of a rectangular tank, which is often called as the Durga .....
",Pilgrimage,,4.18,665,2, Varanasi Ju,Uttar Pradesh,0.92,0.71
TD-101,Manikarnika Ghat,"rom Varanasi Junction, Tulsi Manas Mandir is a Hindu temple situated next to the famed Durgakund Temple in Varanasi, Uttar Pradesh. It is one of the most famous temples of Varanasi and also an important tourist attraction of the holy city. Tulsi Manas Mandir was built in the year 1964 by Seth Ratan Lal Sureka of Bandhaghat (Howrah). Named after saint Tulsidas, the temple has been precisely devoted to Lord Rama. This temple has great historical and cultural importance in Hinduism since the ancient Hindu epic Ramcharitmanas was originally written at this place by Hindu poet-saint, reformer and philosopher Goswami Tulsidas in the 16th century CE. The temple was constructed in white marble with beautiful landscaping all around. The walls of the temple are engraved with scenes from Ramcharitmanas, the Hindi version of Ramayana. The temple has beautiful images of the Ram, Sita, Lakshmana and Hanuman. There is an attractive Tulsi Garden which has very calm .....
",Pilgrimage,,4.01,507,2, Varanasi Ju,Uttar Pradesh,0.98,0.71
TD-102,Lalita Ghat & Nepali Temple,"rom Varanasi Junction, Tulsi Manas Mandir is a Hindu temple situated next to the famed Durgakund Temple in Varanasi, Uttar Pradesh. It is one of the most famous temples of Varanasi and also an important tourist attraction of the holy city. Tulsi Manas Mandir was built in the year 1964 by Seth Ratan Lal Sureka of Bandhaghat (Howrah). Named after saint Tulsidas, the temple has been precisely devoted to Lord Rama. This temple has great historical and cultural importance in Hinduism since the ancient Hindu epic Ramcharitmanas was originally written at this place by Hindu poet-saint, reformer and philosopher Goswami Tulsidas in the 16th century CE. The temple was constructed in white marble with beautiful landscaping all around. The walls of the temple are engraved with scenes from Ramcharitmanas, the Hindi version of Ramayana. The temple has beautiful images of the Ram, Sita, Lakshmana and Hanuman. There is an attractive Tulsi Garden which has very calm .....
",Pilgrimage,,4.07,563,1, Varanasi Ju,Uttar Pradesh,0.98,0.71
TD-103,Assi Ghat,"rom Dasashwamedh Ghat and 6 km from Varanasi Junction, Manikarnika Ghat is one of the holiest ghats in Varanasi along the banks of River Ganga. Situated just beside Dasashwamedh Ghat, it is the main cremation ghat and also one of the oldest ghats in Varanasi. Popularly called as Mahasmasana, Manikarnika Ghat is one of two burning Ghats in Varanasi while the other one is Harishchandra Ghat. According to Hindu mythology, Manikarnika Ghat is believed to be the place where the ear ornament worn by Sati fell down when Lord Shiva was carrying her to the Himalayas. Manikarnika Ghat is among the pivotal places of interest in Varanasi. According to the religious beliefs, burning the dead bodies at this ghat is a way to attain Moksha, the salvation. The ghat also houses a Shiva Durga Temple, which was constructed by Maharaja of Awadh in 1850. Apart from this, a sacred pond named Cakra-Pushkarini is also adorning this holy place. It is believed that this pond .....
",Pilgrimage,6,4.13,217,1, Dasashwamed,Uttar Pradesh,0.08,0.71
TD-104,Ramnagar Fort,"rom Dasashwamedh Ghat and 5 km from Varanasi Junction, Lalita Ghat is one of the main ghats on the Ganges River in Varanasi. This ghat is one of the most venerated ghats of Kashi for the devotees and is also identified among the seven most prominent ghats of Varanasi by Varanasi Tourism Department.The ghat was built by King of Nepal, Rana Bahadur Shah in the early 19th century CE. The ghat is dedicated to Lalita Devi who is reckoned to be the personification of Goddess Durga. Devotees who come to this ghat believe that bathing at this ghat will earn the blessings of the Goddess.Lalita Ghat is dotted with several Hindu temples. The well-known 'lingam' of Ganga Keshav and shrines of Gangatitya, Kashi Devi, Lalita Devi and Bhagirath Tirtha are affiliated to Lalita Ghat. Also known as Nepali Mandir, the Keshava temple was built by King of Nepal in typical Nepalese architecture. Also known as Kothwala Temple, thi is the replica of the famous Pashupatinath .....
",Pilgrimage,5,4.01,239,1, Dasashwamed,Uttar Pradesh,0.9,0.71
TD-105,Sarnath,"rom Dasashwamedh Ghat and 8 km from Varanasi Junction, Assi Ghat is one of the famous ghats on the banks of River Ganga in Varanasi. Situated at the confluence of Ganga and Assi Rivers, it is the southernmost ghat in Kashi and also one of the important Places to visit in Varanasi.Assi Ghat has numerous references in the early literature of the Hindus including Agni Purana, Matsya Purana, Padma Purana, Kurma Purana and Kashi Khand. According to the mythology, Goddess Durga had thrown her sword in Assi River after killing the demons Shumbha & Nishumbha. Assi Ghat is called as Assi Saimbeda Tirtha in Kashi Khand and is one of the five special ghats visited by pilgrims during the Panchtirtha Yatra. Also known as Asi Ghat, the Ghat is renowned for a large Shiva Lingam placed under a Peepal Tree. This place also boasts one more ancient temple enshrining a Shiva Lingam famously known as Asisangameshwar Lingam. This was also the place where the renowned saint .....
",Pilgrimage,8,4.14,321,1, Dasashwamed,Uttar Pradesh,-0.23,0.71
TD-106,Darbhanga Ghat,"from Varanasi Junction, Ramnagar fort is a medieval fort located on the banks of River Ganges in Ramnagar area of Varanasi. Ramnagar Fort is one of the popular forts in Uttar Pradesh and among the best places to visit in Varanasi.Ramnagar Fort was constructed by Maharaja Balwant Singh in 18th century CE. This was the royal residence of Raja of Banaras, also known as Kashi Naresh. The fort represents typical Mughal style of architecture with carved balconies, open courtyards, and picturesque pavilions. Built with creamy-coloured Chunar sandstone, the fort houses a temple, a museum and the king's residential complex. The temple is dedicated to Ved Vyasa, the author of the Indian epic the Mahabharata. As per the legends, it is believed that Ved Vyasa resided within the fort for a short period. The fort still retains its charm and attracts tourists in large numbers. One can still witness the ornamented swords, photographs of tiger shoots and visits by the .....
",Heritage,,4.09,279,2, Varanasi J,Uttar Pradesh,0.95,0.71
TD-107,Chet Singh Ghat,"from Varanasi Junction, Ramnagar fort is a medieval fort located on the banks of River Ganges in Ramnagar area of Varanasi. Ramnagar Fort is one of the popular forts in Uttar Pradesh and among the best places to visit in Varanasi.Ramnagar Fort was constructed by Maharaja Balwant Singh in 18th century CE. This was the royal residence of Raja of Banaras, also known as Kashi Naresh. The fort represents typical Mughal style of architecture with carved balconies, open courtyards, and picturesque pavilions. Built with creamy-coloured Chunar sandstone, the fort houses a temple, a museum and the king's residential complex. The temple is dedicated to Ved Vyasa, the author of the Indian epic the Mahabharata. As per the legends, it is believed that Ved Vyasa resided within the fort for a short period. The fort still retains its charm and attracts tourists in large numbers. One can still witness the ornamented swords, photographs of tiger shoots and visits by the .....
",Heritage,,4.1,785,1, Varanasi J,Uttar Pradesh,0.95,0.71
TD-108,Man Mandir Ghat,"rom Varanasi Junction, Sarnath is a revered Buddhist pilgrimage center located near the confluence of Ganga and Varuna Rivers in Uttar Pradesh. It is one of the popular Buddhist pilgrimage sites in India and also one of the must visit Varanasi Tourist Places.Also known as Ishipatna and Mrigadaya, Sarnath is one of the four most important Buddhist pilgrimage centers of India, the other three are Lumbini, Bodh Gaya and Kushinagar. According to the legend, Lord Buddha after attaining enlightenment at Bodh Gaya came to Sarnath and delivered his first sermon to his five disciples. It is also the place where the original Sangha was formed and a new order of religious doctrine (Dhamma) was laid. Sarnath is also sacred to the Jains as it is the site of asceticism and death of Shreyamshanath, the 11th Trithankara.The great emperor Ashoka visited the holy land around 234 BC and constructed a Stupa. During the Golden Age of Gupta King Chandragupta II (376-414 .....
",Heritage,,4.19,518,1, Varanasi Ju,Uttar Pradesh,0.87,0.71
TD-109,Scindia Ghat,"rom Varanasi Junction, Darbhanga Ghat is located to the south of Dasashwamedh Ghat in Varanasi. This ghat is one of the famous ghats in Varanasi and also one of the places to visit in Banaras. Situated between Dasashwamedh Ghat and Rana Mahal Ghat, Darbhanga Ghat was named after Darbhanga royal family. Darbhanga Ghat is used to perform the religious rites related to the demise of a loved one. The ghat is placed near a huge building, which offers view of religious ceremonies being performed in the ghat. Moreover, there is a beautiful temple along with huge Shiva Linga at this ghat. The premises of the ghat offer all kinds of facilities for performing religious rituals. One can also visit Chausatti Ghat which is located next to Darbhanga Ghat. There is a Chausath Yogini Temple, dedicated to Goddess Kali. Many Hindus come to this temple during the new moon day of the month of Chaitra.
",Pilgrimage,,4.12,595,2, Varanasi Ju,Uttar Pradesh,0.94,0.71
TD-110,Panchganga Ghat,"rom Dasashwamedh Ghat and 5 km from Varanasi Junction, Chet Singh Ghat is one of the popular ghats in Varanasi situated along the banks of River Ganga. It is relatively less crowded ghat and also one of the cleanest ghats in Varanasi.Situated between the popular Dasashwamedh & Assi Ghats, the Chet Singh Ghat is a historical fortified Ghat. The name of this ghat is derived from the Palace of Raja Chet Singh which is situated on the banks of Ganges here. This palace was the principal residence of Raja Chet Singh, the illegitimate son of Balwant Singh, the first Maharaja of Banaras. The ghat witnessed a fierce battle between the troops of Warren Hastings and Chet Singh in 1781 CE. Also known as Khirki Ghat, the ghat is now divided into four parts called as Chet Singh Ghat, Niranjani Ghat, Nirvani Ghat and Shivala Ghat. The ghat houses three Lord Shiva temples belonging to the 18th century AD. Till first half 20th century it was culturally quite important .....
",Pilgrimage,5,4.2,597,2, Dasashwamed,Uttar Pradesh,0.62,0.71
TD-111,Tulsi Ghat,"rom Varanasi Junction, Man Mandir Ghat is a ghat on the banks of River Ganga in Varanasi. Situated just to the north of Dasashwamedh Ghat, it is one of the important ghats in Varanasi and also among the popular places to visit in Varanasi.Earlier known as Someswara Ghat, Man Mandir Ghat was built in 16th century CE by Raja Man Singh of Amer and was renamed after him. He also built a magnificent palace here and is known for its exquisite ornate window carvings. It is now maintained by Archaeological Survey of India. One can get a panoramic view of all the ghats of Varanasi from the terrace of this palace. An observatory, popularly called as Jantar Mantar, is established atop the Man Singh Palace in 1710 CE by Sawai Jai Singh II.Situated on the western bank of River Ganga, the ghat is dotted with many temples including Rameshwara Temple, Sthuladanta Vinayaka and Someswara temples. Someswara Temple is the exact replica of the Someshwara lingam in Somanath .....
",Pilgrimage,,4.15,683,1, Varanasi Ju,Uttar Pradesh,0.88,0.71
TD-112,Sankat Mochan Hanuman Mandir,"rom Varanasi Junction, Man Mandir Ghat is a ghat on the banks of River Ganga in Varanasi. Situated just to the north of Dasashwamedh Ghat, it is one of the important ghats in Varanasi and also among the popular places to visit in Varanasi.Earlier known as Someswara Ghat, Man Mandir Ghat was built in 16th century CE by Raja Man Singh of Amer and was renamed after him. He also built a magnificent palace here and is known for its exquisite ornate window carvings. It is now maintained by Archaeological Survey of India. One can get a panoramic view of all the ghats of Varanasi from the terrace of this palace. An observatory, popularly called as Jantar Mantar, is established atop the Man Singh Palace in 1710 CE by Sawai Jai Singh II.Situated on the western bank of River Ganga, the ghat is dotted with many temples including Rameshwara Temple, Sthuladanta Vinayaka and Someswara temples. Someswara Temple is the exact replica of the Someshwara lingam in Somanath .....
",Pilgrimage,,4.07,721,2, Varanasi Ju,Uttar Pradesh,0.88,0.71
TD-113,Bharat Mata Mandir,"rom Varanasi Junction, Scindia Ghat is one of the ghats along the banks of holy Ganges in Varanasi of Uttar Pradesh. Situated to the north of Manikarnika Ghat, it is one of the popular tourist attractions in Banaras and also counted among the must visit ghats of Varanasi. Also known as Shinde Ghat, the ghat is named after the Scindias, who built it in 1830. This ghat is highly revered by Hindus, as it is believed that Agni, the Hindu God of Fire, was born here. Scindia Ghat is famous for a partly submerged Shiva temple. Built by Baija Bai, the temple is over 150 year old and got submerged into the water due to the weight of the ghat. It is a common belief that the massive temple masonry continues to sink even to this date.Scindia Ghat is well known for early morning meditation because of its peaceful and clean environment. Many temples are found near the ghat. The ghat is styled with three rows of stone turrets. These turrets are mostly used for resting .....
",Pilgrimage,,4.14,282,2, Varanasi Ju,Uttar Pradesh,0.94,0.71
TD-114,Kaal Bhairav Mandir," from Manikarnika Ghat and 7 km from Varanasi Junction, Panchganga Ghat is another popular ghat along the banks of River Ganga in Varanasi, Uttar Pradesh. It is one of the cleanest ghats in Varanasi and among the popular Varanasi Tourist Places.Panchganga Ghat is called so because it is built at the confluence of five holy rivers - Ganga, Saraswati, Dhupapapa, Yamuna and Kirana. Out of these five only Ganga remains visible while the other four are believed to have disappeared in earth. There are five black stone idols residing here for the five river goddesses. Many devotees throng to this ghat in hopes of attaining blessings from these five goddesses. This ghat has lot of history. It is believed that Panchganga Ghat is also served as a teaching place for Vaidant Ramanand, the Guru of great saint Kabir. Further, it is also believed that the saint poet Tulsi Das composed the famous Vinay-Patrika here at this ghat. This ghat is popular for Alamgir .....
",Pilgrimage,7,4.06,322,1,  Manikarni,Uttar Pradesh,0.95,0.71
TD-115,Bharat Kala Bhavan Museum,"rom Varanasi Junction, Tulsi Ghat is a prominent ghat situated between Assi Ghat and Chet Singh Ghat in the holy town of Varanasi. It is one of the most popular Varanasi Ghats and among the top places to experience Varanasi Tourism. Tulsi Ghat is named in honor of famous saint poet Tulsi Das. It is believed that the saint poet Tulsi Das had written the famous epic Ramcharitmanas at this ghat. Besides, it is also said that when the manuscript fell in the river, it was floated without sinking. Tulsi Das got motivated from the pristine Lord Ram temple located at the bank of the river Ganges. Many reminiscences of Tulsi Das are still available in this Ghat. It is believed that the first ever Ramlila (the story of Lord Rama's life) was staged at this ghat.Earlier called as Lolark Ghat, Tulsi Ghat was renovated and cemented by Baldeo Das Birla, the famous industrialist in 1941. Tulsi Ghat is associated with a number of important activities such as Dhrupad Mela .....
",Pilgrimage,,4.14,793,1, Varanasi Ju,Uttar Pradesh,0.93,0.71
TD-116,Annapurna Devi Mandir,"rom Assi Ghat and 8 km from Varanasi Junction, Sankat Mochan Hanuman Temple is a sacred temple on the banks of River Assi in Varanasi of Uttar Pradesh. Situated near Durgakund Temple, it is one of the holy temples in Kashi and also one of the top places to visit in Varanasi.Sankat Mochan Hanuman Temple is one of the revered temples of Lord Hanuman in the city of Varanasi. The word Sankat Mochan means deliverer from troubles. Sankat Mochan Temple was founded by Tulsidas, author of the Ramcharitmanas. It was constructed in 1900s by Pandit Madan Mohan Malviya (founder of BHU). It is believed that temple has been built at the very spot where the saint Tulsidas had a vision of Lord Hanuman. According to Vedic Astrology, Lord Hanuman protects his devotees from the anger of planet Saturn and those who have ill placed Saturn in their horoscope visit Sankat Mochan Temple to get remedy. The laddu offered at this temple is essentially famous among the locals. .....
",Pilgrimage,8,4.1,512,1, Assi Ghat a,Uttar Pradesh,-0.15,0.71
TD-117,Jantar Mantar / Man Singh Observatory,"rom Assi Ghat and 8 km from Varanasi Junction, Sankat Mochan Hanuman Temple is a sacred temple on the banks of River Assi in Varanasi of Uttar Pradesh. Situated near Durgakund Temple, it is one of the holy temples in Kashi and also one of the top places to visit in Varanasi.Sankat Mochan Hanuman Temple is one of the revered temples of Lord Hanuman in the city of Varanasi. The word Sankat Mochan means deliverer from troubles. Sankat Mochan Temple was founded by Tulsidas, author of the Ramcharitmanas. It was constructed in 1900s by Pandit Madan Mohan Malviya (founder of BHU). It is believed that temple has been built at the very spot where the saint Tulsidas had a vision of Lord Hanuman. According to Vedic Astrology, Lord Hanuman protects his devotees from the anger of planet Saturn and those who have ill placed Saturn in their horoscope visit Sankat Mochan Temple to get remedy. The laddu offered at this temple is essentially famous among the locals. .....
",Pilgrimage,8,4.15,559,2, Assi Ghat a,Uttar Pradesh,-0.15,0.71
TD-118,Sri Kasi Vishalakshi Devi Temple,"rom Varanasi Junction, Bharat Mata Mandir is fairly a new temple located at Mahatma Gandhi Kashi Vidyapeeth Campus in Varanasi city of Uttar Pradesh. Dedicated to Mother India, it claims to be the only one of its kind in the world and among the popular places to visit in Banaras.Bharat Mata Mandir was constructed in 1936 CE by freedom fighter Babu Shiv Prasad Gupta and was inaugurated by Mahatma Gandhi. The temple is in the shape of pentagon with five pillars supporting the structure. Instead of traditional statues of gods and goddesses, this temple has a huge map of undivided India carved in marble. The map depicts the mountains, plains and oceans up to scale. This is a unique temple and a symbol of patriotism. This temple is placed itself in the settings of natural beauty overlooking the Ganges and its holy Ghats in Banaras. Timings: 9.30 AM - 8 PM
",Pilgrimage,,4.04,460,1, Varanasi Ju,Uttar Pradesh,0.98,0.71
TD-119,Chunar Fort,"rom Kashi Vishwanath Mandir and 5 km from Varanasi Junction, Kaal Bhairav Temple is a Hindu Temple situated at Vishweshwarganj area of Varanasi. It is one of the oldest temples in Varanasi and also one of the best Places to visit in Banaras.Dedicated to Lord Bhairav Naath, the temple has great historical and cultural importance in Hinduism; especially amongst the locals. Bhairav is considered to as the fearsome manifestation of Lord Shiva who wears a garland of skulls and carries a club of peacock feathers. Lord Kaal Bhairav is believed to be the guardian deity of Varanasi and everyone who wants to live in Varanasi need to take his permission. He is also believed to be the Kotwal of 'Sati pind', without his permission no one can touch the 'Sati pind'. According to legend, Lord Bhairav was born from the Third eye of Lord Shiva and he is the symbol of Anger. He cut one of the heads of Brahma himself when ordered by Lord Shiva. Cutting off Brahma's fifth .....
",Pilgrimage,5,4.13,392,2, Kashi Vishw,Uttar Pradesh,0.77,0.71
TD-120,Vijaygarh Fort,"from Varanasi Junction, Bharat Kala Bhavan Museum is an art and archeological museum located within the campus of Banaras Hindu University, Varanasi. It is one of the oldest museums in India and also one of the important places to visit in Varanasi.Bharat Kala Bhavan Museum was established in 1920 AD. From 1920 to 1962, the museum was shifted to several locations within Varanasi. Pandit Jawaharlal Nehru laid the foundation of the existing museum building in 1950 and the museum was shifted to its existing location in 1962. Rabindranath Tagore was its first honorary chairman. However the full credit for its development and upgradation goes to late Rai Krishnadasa who was a renowned Hindi writer and a great pioneer.The museum holds more than 100,000 memorable collections of artifacts. These artifacts are displayed in different galleries namely Mahamana Malaviya Gallery, Nicholas Roerich Gallery, Chhavi or Painting Gallery, Sculpture Gallery, Nidhi or Treasure .....
",Museum,,4.13,261,2, Varanasi J,Uttar Pradesh,0.9,0.71
TD-121,Chandraprabha Wildlife Sanctuary,"rom Varanasi Junction, Annapurna Devi Mandir is a popular Hindu temple situated near Kashi Vishwanath Temple in Vishwanath Galli area of Varanasi, Uttar Pradesh. Having great religious importance in Hinduism, it is one of the popular places to visit in Varanasi.The temple was constructed by Maratha Peshwa Baji Rao in 1729 AD. Having great religious importance in Hinduism, the temple is dedicated to Goddess Annapurna Devi, the Goddess of Food or the Goddess of Nourishment. It is believed that Goddess Parvati gave Alms to Shiva, and she is depicted with a bowl in one hand and ladle in the other, serving food to Shiva, standing in front of her with his begging bowl in the hand. Mata Annapurna is the Goddess of Varanasi who always protects Kashi and feeding her devotees.According to the legend, the entire world becomes dark when Mata Parvati closed all the three eyes of Lord Shiva. Due to this, Mata Parvati too lost her Gauri Rupa and asked Lord Shiva's .....
",Pilgrimage,,4.07,796,1, Varanasi Ju,Uttar Pradesh,0.98,0.71
TD-122,Harishchandra Ghat,"rom Varanasi Junction, Annapurna Devi Mandir is a popular Hindu temple situated near Kashi Vishwanath Temple in Vishwanath Galli area of Varanasi, Uttar Pradesh. Having great religious importance in Hinduism, it is one of the popular places to visit in Varanasi.The temple was constructed by Maratha Peshwa Baji Rao in 1729 AD. Having great religious importance in Hinduism, the temple is dedicated to Goddess Annapurna Devi, the Goddess of Food or the Goddess of Nourishment. It is believed that Goddess Parvati gave Alms to Shiva, and she is depicted with a bowl in one hand and ladle in the other, serving food to Shiva, standing in front of her with his begging bowl in the hand. Mata Annapurna is the Goddess of Varanasi who always protects Kashi and feeding her devotees.According to the legend, the entire world becomes dark when Mata Parvati closed all the three eyes of Lord Shiva. Due to this, Mata Parvati too lost her Gauri Rupa and asked Lord Shiva's .....
",Pilgrimage,,4.12,385,1, Varanasi Ju,Uttar Pradesh,0.98,0.71
